id,codigo,descripcion
catalogos.cie7266,S070,S070 TRAUMATISMO POR APLASTAMIENTO DE LA CARA
catalogos.cie7267,S071,S071 TRAUMATISMO POR APLASTAMIENTO DEL CRANEO
catalogos.cie7268,S078,S078 TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA
catalogos.cie7269,S079,"S079 TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA"
catalogos.cie7270,S080,S080 AVULSION DEL CUERO CABELLUDO
catalogos.cie7271,S081,S081 AMPUTACION TRAUMATICA DE LA OREJA
catalogos.cie7272,S088,S088 AMPUTACION TRAUMATICA DE OTRAS PARTES DE LA CABEZA
catalogos.cie7273,S089,S089 AMPUTACION TRAUMATICA DE PARTE NO ESPECIFICADA DE LA CABEZA
catalogos.cie7274,S090,S090 TRAUMATISMO DE LOS VASOS SANGUINEOS DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE
catalogos.cie7275,S091,S091 TRAUMATISMO DE TENDON Y MUSCULOS DE LA CABEZA
catalogos.cie7276,S092,S092 RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO
catalogos.cie7277,S097,S097 TRAUMATISMOS MULTIPLES DE LA CABEZA
catalogos.cie7278,S098,"S098 OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS"
catalogos.cie7279,S099,"S099 TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO"
catalogos.cie7280,S100,S100 CONTUSION DE LA GARGANTA
catalogos.cie7281,S101,S101 OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA
catalogos.cie7282,S107,S107 TRAUMATISMO SUPERFICIAL MULTIPLE DEL CUELLO
catalogos.cie7283,S108,S108 TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO
catalogos.cie7284,S109,"S109 TRAUMATISMO SUPERFICIAL DEL CUELLO, PARTE NO ESPECIFICADA"
catalogos.cie7285,S110,S110 HERIDA QUE COMPROMETE LA LARINGE Y LA TRAQUEA
catalogos.cie7286,S111,S111 HERIDA QUE COMPROMETE LA GLANDULA TIROIDES
catalogos.cie7287,S112,S112 HERIDA QUE COMPROMETE LA FARINGE Y EL ESOFAGO CERVICAL
catalogos.cie7288,S117,S117 HERIDAS MULTIPLES DEL CUELLO
catalogos.cie7289,S118,S118 HERIDAS DE OTRAS PARTES DEL CUELLO
catalogos.cie7290,S119,"S119 HERIDA DE CUELLO, PARTE NO ESPECIFICADA"
catalogos.cie7291,S120,S120 FRACTURA DE LA PRIMERA VERTEBRA CERVICAL
catalogos.cie7292,S121,S121 FRACTURA DE LA SEGUNDA VERTEBRA CERVICAL
catalogos.cie7293,S122,S122 FRACTURA DE OTRAS VERTEBRAS CERVICALES ESPECIFICADAS
catalogos.cie7294,S127,S127 FRACTURAS MULTIPLES DE COLUMNA CERVICAL
catalogos.cie7295,S128,S128 FRACTURA DE OTRAS PARTES DEL CUELLO
catalogos.cie7296,S129,"S129 FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA"
catalogos.cie7297,S130,S130 RUPTURA TRAUMATICA DE DISCO CERVICAL INTERVERTEBRAL
catalogos.cie7298,S131,S131 LUXACION DE VERTEBRA CERVICAL
catalogos.cie7299,S132,S132 LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO
catalogos.cie7300,S133,S133 LUXACIONES MULTIPLES DEL CUELLO
catalogos.cie7301,S134,S134 ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL
catalogos.cie7302,S135,S135 ESGUINCES Y TORCEDURAS DE LA REGION TIROIDEA
catalogos.cie7303,S136,S136 ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO
catalogos.cie7304,S140,S140 CONCUSION Y EDEMA DE LA MEDULA ESPINAL CERVICAL
catalogos.cie7305,S141,S141 OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS
catalogos.cie7306,S142,S142 TRAUMATISMO DE RAIZ NERVIOSA DE COLUMNA CERVICAL
catalogos.cie7307,S143,S143 TRAUMATISMO DE PLEXO BRAQUIAL
catalogos.cie7308,S144,S144 TRAUMATISMO DE NERVIOS PERIFERICOS DEL CUELLO
catalogos.cie7309,S145,S145 TRAUMATISMO DE NERVIOS CERVICALES SIMPATICOS
catalogos.cie7310,S146,S146 TRAUMATISMO DE OTROS NERVIOS Y DE LOS NO ESPECIFICADOS DEL CUELLO
catalogos.cie7311,S150,S150 TRAUMATISMO DE LA ARTERIA CAROTIDA
catalogos.cie7312,S151,S151 TRAUMATISMO DE LA ARTERIA VERTEBRAL
catalogos.cie7313,S152,S152 TRAUMATISMO DE LA VENA YUGULAR EXTERNA
catalogos.cie7314,S153,S153 TRAUMATISMO DE LA VENA YUGULAR INTERNA
catalogos.cie7315,S157,S157 TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL CUELLO
catalogos.cie7316,S158,S158 TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL CUELLO
catalogos.cie7317,S159,S159 TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS A NIVEL DEL CUELLO
catalogos.cie7318,S16,S16 TRAUMATISMO DE TENDON Y MUSCULOS A NIVEL DEL CUELLO
catalogos.cie7319,S170,S170 TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRAQUEA
catalogos.cie7320,S178,S178 TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO
catalogos.cie7321,S179,"S179 TRAUMATISMO POR APLASTAMIENTO DEL CUELLO, PARTE NO ESPECIFICADA"
catalogos.cie7322,S18,S18 AMPUTACION TRAUMATICA A NIVEL DEL CUELLO
catalogos.cie7323,S197,S197 TRAUMATISMOS MULTIPLES DEL CUELLO
catalogos.cie7324,S198,"S198 OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS"
catalogos.cie7325,S199,"S199 TRAUMATISMO DEL CUELLO, NO ESPECIFICADO"
catalogos.cie7326,S200,S200 CONTUSION DE LA MAMA
catalogos.cie7327,S201,S201 OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA
catalogos.cie7328,S202,S202 CONTUSION DEL TORAX
catalogos.cie7329,S203,S203 OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX
catalogos.cie7330,S204,S204 OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX
catalogos.cie7331,S207,S207 TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX
catalogos.cie7332,S208,S208 TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
catalogos.cie7333,S210,S210 HERIDA DE LA MAMA
catalogos.cie7334,S211,S211 HERIDA DE LA PARED ANTERIOR DEL TORAX
catalogos.cie7335,S212,S212 HERIDA DE LA PARED POSTERIOR DEL TORAX
catalogos.cie7336,S217,S217 HERIDA MULTIPLE DE LA PARED TORACICA
catalogos.cie7337,S218,S218 HERIDAS DE OTRAS PARTES DEL TORAX
catalogos.cie7338,S219,"S219 HERIDAS DEL TORAX, PARTE NO ESPECIFICADA"
catalogos.cie7339,S220,S220 FRACTURA DE VERTEBRA TORACICA
catalogos.cie7340,S221,S221 FRACTURAS MULTIPLES DE COLUMNA TORACICA
catalogos.cie7341,S222,S222 FRACTURA DE ESTERNON
catalogos.cie7342,S223,S223 FRACTURA DE COSTILLA
catalogos.cie7343,S224,S224 FRACTURAS MULTIPLES DE COSTILLA
catalogos.cie7344,S225,S225 TORAX AZOTADO
catalogos.cie7345,S228,S228 FRACTURA DE OTRAS PARTES DEL TORAX OSEO
catalogos.cie7346,S229,"S229 FRACTURA DEL TORAX OSEO, PARTE NO ESPECIFICADA"
catalogos.cie7347,S230,S230 RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL TORACICO
catalogos.cie7348,S231,S231 LUXACION DE VERTEBRA TORACICA
catalogos.cie7349,S232,S232 LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
catalogos.cie7350,S233,S233 ESGUINCES Y TORCEDURAS DE COLUMNA TORACICA
catalogos.cie7351,S234,S234 ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON
catalogos.cie7352,S235,S235 ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX
catalogos.cie7353,S240,S240 CONCUSION Y EDEMA DE LA MEDULA ESPINAL TORACICA
catalogos.cie7354,S241,S241 OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MEDULA ESPINAL TORACICA
catalogos.cie7355,S242,S242 TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA
catalogos.cie7356,S243,S243 TRAUMATISMO DE NERVIOS PERIFERICOS DEL TORAX
catalogos.cie7357,S244,S244 TRAUMATISMO DE NERVIOS SIMPATICOS TORACICOS
catalogos.cie7358,S245,S245 TRAUMATISMO DE OTROS NERVIOS DEL TORAX
catalogos.cie7359,S246,S246 TRAUMATISMO DE NERVIO NO ESPECIFICADO DEL TORAX
catalogos.cie7360,S250,S250 TRAUMATISMO DE LA AORTA TORACICA
catalogos.cie7361,S251,S251 TRAUMATISMO DE LA ARTERIA INNOMINADA O SUBCLAVIA
catalogos.cie7362,S252,S252 TRAUMATISMO DE LA VENA CAVA SUPERIOR
catalogos.cie7363,S253,S253 TRAUMATISMO DE LA VENA INNOMINADA O SUBCLAVIA
catalogos.cie7364,S254,S254 TRAUMATISMO DE VASOS SANGUINEOS PULMONARES
catalogos.cie7365,S255,S255 TRAUMATISMO DE VASOS SANGUINEOS INTERCOSTALES
catalogos.cie7366,S257,S257 TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS DEL TORAX
catalogos.cie7367,S258,S258 TRAUMATISMO DE OTROS VASOS SANGUINEOS DEL TORAX
catalogos.cie7368,S259,S259 TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DEL TORAX
catalogos.cie7369,S260,S260 TRAUMATISMO DEL CORAZON CON HEMOPERICARDIO
catalogos.cie7370,S268,S268 OTROS TRAUMATISMOS DEL CORAZON
catalogos.cie7371,S269,"S269 TRAUMATISMOS DEL CORAZON, NO ESPECIFICADO"
catalogos.cie7372,S270,S270 NEUMOTORAX TRAUMATICO
catalogos.cie7373,S271,S271 HEMOTORAX TRAUMATICO
catalogos.cie7374,S272,S272 HEMONEUMOTORAX TRAUMATICO
catalogos.cie7375,S273,S273 OTROS TRAUMATISMOS DEL PULMON
catalogos.cie7376,S274,S274 TRAUMATISMO DE LOS BRONQUIOS
catalogos.cie7377,S275,S275 TRAUMATISMO DE LA TRAQUEA TORACICA
catalogos.cie7378,S276,S276 TRAUMATISMO DE LA PLEURA
catalogos.cie7379,S277,S277 TRAUMATISMO DE MULTIPLES DE ORGANOS INTRATORACICOS
catalogos.cie7380,S278,"S278 TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS, ESPECIFICADOS"
catalogos.cie7381,S279,"S279 TRAUMATISMO DE ORGANO INTRATORACICO, NO ESPECIFICADOS"
catalogos.cie7382,S280,S280 APLASTAMIENTO DEL TORAX
catalogos.cie7383,S281,S281 AMPUTACION TRAUMATICA DE PARTE DEL TORAX
catalogos.cie7384,S290,S290 TRAUMATISMO DEL TENDON Y MUSCULOS A NIVEL DEL TORAX
catalogos.cie7385,S297,S297 TRAUMATISMOS MULTIPLES DEL TORAX
catalogos.cie7386,S298,"S298 OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS"
catalogos.cie7387,S299,"S299 TRAUMATISMO DEL TORAX, NO ESPECIFICADO"
catalogos.cie7388,S300,S300 CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS
catalogos.cie7389,S301,S301 CONTUSION DE LA PARED ABDOMINAL
catalogos.cie7390,S302,S302 CONTUSION DE LOS ORGANOS GENITALES EXTERNOS
catalogos.cie7391,S307,"S307 TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7392,S308,"S308 OTROS TRAUMATISMOS SUPERFICIALES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7393,S309,"S309 TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA"
catalogos.cie7394,S310,S310 HERIDA DE LA REGION LUMBOSACRA Y DE LA PELVIS
catalogos.cie7395,S311,S311 HERIDA DE LA PARED ABDOMINAL
catalogos.cie7396,S312,S312 HERIDA DEL PENE
catalogos.cie7397,S313,S313 HERIDA DEL ESCROTO Y DE LOS TESTICULOS
catalogos.cie7398,S314,S314 HERIDA DE LA VAGINA Y DE LA VULVA
catalogos.cie7399,S315,S315 HERIDA DE OTROS ORGANOS GENITALES EXTERNOS Y DE LOS NO ESPECIFICADOS
catalogos.cie7400,S317,"S317 HERIDAS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7401,S318,S318 HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN
catalogos.cie7402,S320,S320 FRACTURA DE VERTEBRA LUMBAR
catalogos.cie7403,S321,S321 FRACTURA DEL SACRO
catalogos.cie7404,S322,S322 FRACTURA DEL COCCIX
catalogos.cie7405,S323,S323 FRACTURA DEL HUESO ILIACO
catalogos.cie7406,S324,S324 FRACTURA DEL ACETABULO
catalogos.cie7407,S325,S325 FRACTURA DEL PUBIS
catalogos.cie7408,S327,S327 FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS
catalogos.cie7409,S328,S328 FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
catalogos.cie7410,S330,S330 RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL LUMBAR
catalogos.cie7411,S331,S331 LUXACION DE VERTEBRA LUMBAR
catalogos.cie7412,S332,S332 LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA
catalogos.cie7413,S333,S333 LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
catalogos.cie7414,S334,S334 RUPTURA TRAUMATICA DE LA SINFISIS DEL PUBIS
catalogos.cie7415,S335,S335 ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR
catalogos.cie7416,S336,S336 ESGUINCES Y TORCEDURAS DE LA ARTICULACION SACROILIACA
catalogos.cie7417,S337,S337 ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
catalogos.cie7418,S340,S340 CONCUSION Y EDEMA DE LA MEDULA ESPINAL LUMBAR
catalogos.cie7419,S341,S341 OTRO TRAUMATISMO DE LA MEDULA ESPINAL LUMBAR
catalogos.cie7420,S342,S342 TRAUMATISMO DE RAIZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA
catalogos.cie7421,S343,S343 TRAUMATISMO DE LA COLA DE CABALLO
catalogos.cie7422,S344,S344 TRAUMATISMO DEL PLEXO LUMBOSACRO
catalogos.cie7423,S345,"S345 TRAUMATISMO DE NERVIO(S) SIMPATICO(S) LUMBAR(ES), SACRO(S) Y PELVICO(S)"
catalogos.cie7424,S346,"S346 TRAUMATISMO DE NERVIO(S) PERIFERICO(S) DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7425,S348,"S348 TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS Y DE LOS NO ESPECIFICADOS"
catalogos.cie7426,S350,S350 TRAUMATISMO DE LA AORTA ABDOMINAL
catalogos.cie7427,S351,S351 TRAUMATISMO DE LA VENA CAVA INFERIOR
catalogos.cie7428,S352,S352 TRAUMATISMO DE LAS ARTERIAS CELIACAS Y MESENTERICAS
catalogos.cie7429,S353,S353 TRAUMATISMO DE VENAS PORTA Y ESPLENICA
catalogos.cie7430,S354,S354 TRAUMATISMO DE VASOS SANGUINEOS RENALES
catalogos.cie7431,S355,S355 TRAUMATISMO DE VASOS SANGUINEOS ILIACOS
catalogos.cie7432,S357,"S357 TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7433,S358,"S358 TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7434,S359,"S359 TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7435,S360,S360 TRAUMATISMO DEL BAZO
catalogos.cie7436,S361,S361 TRAUMATISMO DEL HIGADO Y DE LA VESICULA BILIAR
catalogos.cie7437,S362,S362 TRAUMATISMO DEL PANCREAS
catalogos.cie7438,S363,S363 TRAUMATISMO DEL ESTOMAGO
catalogos.cie7439,S364,S364 TRAUMATISMO DEL INTESTINO DELGADO
catalogos.cie7440,S365,S365 TRAUMATISMO DEL COLON
catalogos.cie7441,S366,S366 TRAUMATISMO DEL RECTO
catalogos.cie7442,S367,S367 TRAUMATISMO DE MULTIPLES ORGANOS INTRAABDOMINALES
catalogos.cie7443,S368,S368 TRAUMATISMO DE OTROS ORGANOS INTRAABDOMINALES
catalogos.cie7444,S369,S369 TRAUMATISMO DE ORGANO INTRAABDOMINAL NO ESPECIFICADO
catalogos.cie7445,S370,S370 TRAUMATISMO DEL RIÑON
catalogos.cie7446,S371,S371 TRAUMATISMO DEL URETER
catalogos.cie7447,S372,S372 TRAUMATISMO DE LA VEJIGA
catalogos.cie7448,S373,S373 TRAUMATISMO DE LA URETRA
catalogos.cie7449,S374,S374 TRAUMATISMO DEL OVARIO
catalogos.cie7450,S375,S375 TRAUMATISMO DE LA TROMPA DE FALOPIO
catalogos.cie7451,S376,S376 TRAUMATISMO DEL UTERO
catalogos.cie7452,S377,S377 TRAUMATISMO DE MULTIPLES ORGANOS PELVICOS
catalogos.cie7453,S378,S378 TRAUMATISMO DE OTROS ORGANOS PELVICOS
catalogos.cie7454,S379,S379 TRAUMATISMO DE ORGANO PELVICO NO ESPECIFICADO
catalogos.cie7455,S380,S380 TRAUMATISMO POR APLASTAMIENTO DE ORGANOS GENITALES EXTERNOS
catalogos.cie7456,S381,"S381 TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7457,S382,S382 AMPUTACION TRAUMATICA DE ORGANOS GENITALES EXTERNOS
catalogos.cie7458,S383,"S383 AMPUTACION TRAUMATICA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN, REGION LUMBOSACRA Y PELVIS"
catalogos.cie7459,S390,"S390 TRAUMATISMO DEL TENDON Y DE MUSCULOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7460,S396,S396 TRAUMATISMO DE ORGANO(S) INTRAABDOMINAL(ES) CON ORGANO(S) PELVICO(S)
catalogos.cie7461,S397,"S397 OTROS TRAUMATISMOS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7462,S398,"S398 OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7463,S399,"S399 TRAUMATISMO NO ESPECIFICADO DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS"
catalogos.cie7464,S400,S400 CONTUSION DEL HOMBRO Y DEL BRAZO
catalogos.cie7465,S407,S407 TRAUMATISMOS SUPERFICIALES MULTIPLES DEL HOMBRO Y DEL BRAZO
catalogos.cie7466,S408,S408 OTROS TRAUMATISMOS SUPERFICIALES DEL HOMBRO Y DEL BRAZO
catalogos.cie7467,S409,S409 TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO
catalogos.cie7468,S410,S410 HERIDA DEL HOMBRO
catalogos.cie7469,S411,S411 HERIDA DEL BRAZO
catalogos.cie7470,S417,S417 HERIDAS MULTIPLES DEL HOMBRO Y DEL BRAZO
catalogos.cie7471,S418,S418 HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO
catalogos.cie7472,S420,S420 FRACTURA DE LA CLAVICULA
catalogos.cie7473,S421,S421 FRACTURA DEL OMOPLATO
catalogos.cie7474,S422,S422 FRACTURA DE LA EPIFISIS SUPERIOR DEL HUMERO
catalogos.cie7475,S423,S423 FRACTURA DE LA DIAFISIS DEL HUMERO
catalogos.cie7476,S424,S424 FRACTURA DE LA EPIFISIS INFERIOR DEL HUMERO
catalogos.cie7477,S427,"S427 FRACTURAS MULTIPLES DE LA CLAVICULA, DEL OMOPLATO Y DEL HUMERO"
catalogos.cie7478,S428,S428 FRACTURA DE OTRAS PARTES DEL HOMBRO Y DEL BRAZO
catalogos.cie7479,S429,"S429 FRACTURA DEL HOMBRO Y DEL BRAZO, PARTE NO ESPECIFICADA"
catalogos.cie7480,S430,S430 LUXACION DE LA ARTICULACION DEL HOMBRO
catalogos.cie7481,S431,S431 LUXACION DE LA ARTICULACION ACROMIOCLAVICULAR
catalogos.cie7482,S432,S432 LUXACION DE LA ARTICULACION ESTERNOCLAVICULAR
catalogos.cie7483,S433,S433 LUXACION DE OTRAS PARTES DE LA CINTURA ESCAPULAR Y DE LAS NO ESPECIFICADAS
catalogos.cie7484,S434,S434 ESGUINCES Y TORCEDURAS DE LA ARTICULACION DEL HOMBRO
catalogos.cie7485,S435,S435 ESGUINCES Y TORCEDURAS DE LA ARTICULACION ACROMIOCLAVICULAR
catalogos.cie7486,S436,S436 ESGUINCES Y TORCEDURAS DE LA ARTICULACION ESTERNOCLAVICULAR
catalogos.cie7487,S437,S437 ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CINTURA ESCAPULAR
catalogos.cie7488,S440,S440 TRAUMATISMO DEL NERVIO CUBITAL A NIVEL DEL BRAZO
catalogos.cie7489,S441,S441 TRAUMATISMO DEL NERVIO MEDIANO A NIVEL DEL BRAZO
catalogos.cie7490,S442,S442 TRAUMATISMO DEL NERVIO RADIAL A NIVEL DEL BRAZO
catalogos.cie7491,S443,S443 TRAUMATISMO DEL NERVIO AXILAR
catalogos.cie7492,S444,S444 TRAUMATISMO DEL NERVIO MUSCULOCUTANEO
catalogos.cie7493,S445,S445 TRAUMATISMO DEL NERVIO SENSITIVO CUTANEO A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7494,S447,S447 TRAUMATISMO DEL MULTIPLES NERVIOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7495,S448,S448 TRAUMATISMO DE OTROS NERVIOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7496,S449,S449 TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7497,S450,S450 TRAUMATISMO DE LA ARTERIA AXILAR
catalogos.cie7498,S451,S451 TRAUMATISMO DE LA ARTERIA BRAQUIAL
catalogos.cie7499,S452,S452 TRAUMATISMO DE LA VENA AXILAR O BRAQUIAL
catalogos.cie7500,S453,S453 TRAUMATISMO DE VENAS SUPERFICIAL A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7501,S457,S457 TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7502,S458,S458 TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7503,S459,S459 TRAUMATISMO DE VASO SANGUINEO NO ESPECIFICADO A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7504,S460,S460 TRAUMATISMO DE TENDON DEL MANGUITO ROTATORIO DEL HOMBRO
catalogos.cie7505,S461,S461 TRAUMATISMO DE TENDON Y MUSCULO DE LA CABEZA LARGA DEL BICEPS
catalogos.cie7506,S462,S462 TRAUMATISMO DE TENDON Y MUSCULO DE OTRAS PARTES DEL BICEPS
catalogos.cie7507,S463,S463 TRAUMATISMO DE TENDON Y MUSCULO DEL TRICEPS
catalogos.cie7508,S467,S467 TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7509,S468,S468 TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7510,S469,S469 TRAUMATISMO DE TENDON Y MUSCULO NO ESPECIFICADO NIVEL DEL HOMBRO Y DEL BRAZO
catalogos.cie7511,S47,S47 TRAUMATISMO POR APLASTAMIENTO DEL HOMBRO Y DEL BRAZO
catalogos.cie7512,S480,S480 AMPUTACION TRAUMATICA EN LA ARTICULACION DEL HOMBRO Y DEL BRAZO
catalogos.cie7513,S481,S481 AMPUTACION TRAUMATICA A NIVEL ENTRE EL HOMBRO Y EL CODO
catalogos.cie7514,S489,"S489 AMPUTACION TRAUMATICA DEL HOMBRO Y DEL BRAZO, NIVEL NO ESPECIFICADO"
catalogos.cie7515,S497,S497 TRAUMATISMOS MULTIPLES DEL HOMBRO Y DEL BRAZO
catalogos.cie7516,S498,S498 OTROS TRAUMATISMOS ESPECIFICADOS DEL HOMBRO Y DEL BRAZO
catalogos.cie7517,S499,S499 TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO
catalogos.cie7518,S500,S500 CONTUSION DEL CODO
catalogos.cie7519,S501,S501 CONTUSION DE OTRAS PARTES DEL ANTEBRAZO Y DE LAS NO ESPECIFICADAS
catalogos.cie7520,S507,S507 TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO
catalogos.cie7521,S508,S508 OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO
catalogos.cie7522,S509,"S509 TRAUMATISMO SUPERFICIAL DEL ANTEBRAZO, NO ESPECIFICADO"
catalogos.cie7523,S510,S510 HERIDA DEL CODO
catalogos.cie7524,S517,S517 HERIDAS MULTIPLES DEL ANTEBRAZO
catalogos.cie7525,S518,S518 HERIDAS DE OTRAS PARTES DEL ANTEBRAZO
catalogos.cie7526,S519,"S519 HERIDAS DEL ANTEBRAZO, PARTE NO ESPECIFICADA"
catalogos.cie7527,S520,S520 FRACTURA DE LA EPIFISIS SUPERIOR DEL CUBITO
catalogos.cie7528,S521,S521 FRACTURA DE LA EPIFISIS SUPERIOR DEL RADIO
catalogos.cie7529,S522,S522 FRACTURA DE LA DIAFISIS DEL CUBITO
catalogos.cie7530,S523,S523 FRACTURA DE LA DIAFISIS DEL RADIO
catalogos.cie7531,S524,S524 FRACTURA DE LA DIAFISIS DEL CUBITO Y DEL RADIO
catalogos.cie7532,S525,S525 FRACTURA DE LA EPIFISIS INFERIOR DEL RADIO
catalogos.cie7533,S526,S526 FRACTURA DE LA EPIFISIS INFERIOR DEL CUBITO Y DEL RADIO
catalogos.cie7534,S527,S527 FRACTURAS MULTIPLES DEL ANTEBRAZO
